"stat";"reaktor";"stav";"kapacita";"start";"dostaveno";"zavreno";"lat";"long";"platz"
"Èína";"LIANJIANG-2";"plánovaná";1250;2018;;;;;"Guangdong"
"Èína";"HAIXING-1";"plánovaná";1250;2018;;;;;"Hebei"
"Èína";"HAIXING-2";"plánovaná";1250;2018;;;;;"Hebei"
"Èína";"FANGCHENGGANG-5";"plánovaná";1150;2015;;;"21.67667";"108.56056";"Fangchenggang"
"Èína";"FANGCHENGGANG-6";"plánovaná";1150;2016;;;"21.67667";"108.56056";"Fangchenggang"
"Èína";"BAILONG-1";"plánovaná";1250;2018;;;;;"Guangxi"
"Èína";"BAILONG-2";"plánovaná";1250;2018;;;;;"Guangxi"
"Èína";"CHANGJIANG-SMR-1";"plánovaná";100;2018;;;;;"Hainan"
"Èína";"CHANGJIANG-SMR-2";"plánovaná";100;2018;;;;;"Hainan"
"Èína";"TAISHAN-3";"plánovaná";1750;2018;;;"21.91778";"112.98194";"Taishan"
"Èína";"TAISHAN-4";"plánovaná";1750;2018;;;"21.91778";"112.98194";"Taishan"
"Èína";"CHANGJIANG-3";"plánovaná";1150;2018;;;;;"Hainan"
"Èína";"CHANGJIANG-4";"plánovaná";1150;2018;;;;;"Hainan"
"Èína";"TAOHUAJIANG-1";"plánovaná";1250;2018;;;;;"Hunan "
"Èína";"TAOHUAJIANG-2";"plánovaná";1250;2018;;;;;"Hunan "
"Èína";"TAOHUAJIANG-3";"plánovaná";1250;2018;;;;;"Hunan "
"Èína";"TAOHUAJIANG-4";"plánovaná";1250;2018;;;;;"Hunan "
"Èína";"PENGZE-1";"plánovaná";1250;2018;;;;;"Jiangxi "
"Èína";"PENGZE-2";"plánovaná";1250;2018;;;;;"Jiangxi "
"Èína";"XIANNING-1";"plánovaná";1250;2018;;;;;"Hubei"
"Èína";"XIANNING-2";"plánovaná";1250;2018;;;;;"Hubei"
"Èína";"RUIJIN-1";"plánovaná";600;2022;;;;;"Jiangxi "
